element_id,city,city_name,elem_no,w,h,xOffset,yOffset,life,special,attrs,img_editor,png_client
4004,4,mine,4,1,1,4,11,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem4_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem4_stand.png
4005,4,mine,5,1,1,4,22,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem5_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem5_stand.png
4006,4,mine,6,1,1,3,10,1,0x2,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem6_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem6_stand.png
4007,4,mine,7,1,1,0,26,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem7_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem7_stand.png
4008,4,mine,8,1,1,4,20,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem8_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem8_stand.png
4009,4,mine,9,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem9_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem9_stand.png
4010,4,mine,10,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem10_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem10_stand.png
4011,4,mine,11,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem11_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem11_stand.png
4012,4,mine,12,1,1,4,10,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem12_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem12_stand.png
4013,4,mine,13,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem13_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem13_stand.png
4014,4,mine,14,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem14_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem14_stand.png
4015,4,mine,15,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem15_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem15_stand.png
4016,4,mine,16,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem16_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem16_stand.png
4017,4,mine,17,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem17_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem17_stand.png
4018,4,mine,18,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem18_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem18_stand.png
4019,4,mine,19,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem19_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem19_stand.png
4020,4,mine,20,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem20_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem20_stand.png
4021,4,mine,21,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem21_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem21_stand.png
4022,4,mine,22,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem22_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem22_stand.png
4023,4,mine,23,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem23_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem23_stand.png
4024,4,mine,24,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem24_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem24_stand.png
4025,4,mine,25,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem25_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem25_stand.png
4026,4,mine,26,1,1,0,0,-1,0x0,3840,qqt/qqt_map_editor_fin-main/mapElem/mine/elem26_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem26_stand.png
4027,4,mine,27,1,1,4,21,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem27_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem27_stand.png
4028,4,mine,28,1,1,1,31,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem28_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem28_stand.png
4029,4,mine,29,1,1,1,21,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem29_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem29_stand.png
4030,4,mine,30,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem30_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem30_stand.png
4031,4,mine,31,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem31_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem31_stand.png
4032,4,mine,32,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem32_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem32_stand.png
4033,4,mine,33,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem33_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem33_stand.png
4034,4,mine,34,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem34_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem34_stand.png
4035,4,mine,35,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem35_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem35_stand.png
4036,4,mine,36,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem36_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem36_stand.png
4037,4,mine,37,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem37_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem37_stand.png
4038,4,mine,38,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem38_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem38_stand.png
4039,4,mine,39,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem39_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem39_stand.png
4040,4,mine,40,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem40_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem40_stand.png
4041,4,mine,41,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem41_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem41_stand.png
4042,4,mine,42,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem42_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem42_stand.png
4043,4,mine,43,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem43_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem43_stand.png
4044,4,mine,44,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem44_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem44_stand.png
4045,4,mine,45,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem45_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem45_stand.png
4046,4,mine,46,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem46_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem46_stand.png
4047,4,mine,47,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem47_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem47_stand.png
4048,4,mine,48,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem48_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem48_stand.png
4049,4,mine,49,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem49_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem49_stand.png
4050,4,mine,50,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem50_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem50_stand.png
4051,4,mine,51,1,1,2,41,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem51_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem51_stand.png
4052,4,mine,52,1,1,1,37,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem52_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem52_stand.png
4053,4,mine,53,1,1,1,43,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem53_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem53_stand.png
4054,4,mine,54,1,1,1,43,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem54_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem54_stand.png
4055,4,mine,55,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem55_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem55_stand.png
4056,4,mine,56,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/mine/elem56_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem56_stand.png
4057,4,mine,57,1,1,-1,44,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem57_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem57_stand.png
4058,4,mine,58,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem58_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem58_stand.png
4059,4,mine,59,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem59_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem59_stand.png
4060,4,mine,60,1,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem60_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem60_stand.png
4070,4,mine,70,12,8,-1,0,-1,0x0,"0,3855",qqt/qqt_map_editor_fin-main/mapElem/mine/elem70_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem70_stand.png
4071,4,mine,71,11,8,1,0,-1,0x0,"0,512,3840,3855",qqt/qqt_map_editor_fin-main/mapElem/mine/elem71_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem71_stand.png
4072,4,mine,72,3,2,-5,27,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem72_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem72_stand.png
4078,4,mine,78,3,4,1,15,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem78_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem78_stand.png
4079,4,mine,79,8,3,4,1,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem79_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem79_stand.png
4080,4,mine,80,3,4,2,8,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem80_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem80_stand.png
4081,4,mine,81,2,3,10,1,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem81_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem81_stand.png
4082,4,mine,82,5,2,1,7,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem82_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem82_stand.png
4083,4,mine,83,5,2,-2,5,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem83_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem83_stand.png
4084,4,mine,84,2,3,8,3,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/mine/elem84_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/mine/elem84_stand.png
5001,5,water,1,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/water/elem1_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem1_stand.png
5002,5,water,2,1,1,5,12,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem2_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem2_stand.png
5003,5,water,3,1,1,1,21,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem3_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem3_stand.png
5004,5,water,4,1,1,2,20,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem4_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem4_stand.png
5005,5,water,5,1,1,1,22,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem5_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem5_stand.png
5006,5,water,6,1,1,-1,12,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem6_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem6_stand.png
5007,5,water,7,1,1,4,12,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem7_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem7_stand.png
5008,5,water,8,1,1,4,12,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem8_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem8_stand.png
5009,5,water,9,3,2,4,14,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem9_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem9_stand.png
5010,5,water,10,1,1,0,18,-1,0x0,5397,qqt/qqt_map_editor_fin-main/mapElem/water/elem10_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem10_stand.png
5011,5,water,11,4,2,0,1,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem11_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem11_stand.png
5012,5,water,12,1,1,0,22,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem12_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem12_stand.png
5013,5,water,13,1,1,0,7,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem13_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem13_stand.png
5014,5,water,14,1,1,0,15,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem14_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem14_stand.png
5015,5,water,15,1,1,4,10,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem15_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem15_stand.png
5016,5,water,16,1,1,5,10,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem16_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem16_stand.png
5017,5,water,17,1,1,5,12,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem17_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem17_stand.png
5018,5,water,18,1,1,4,12,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem18_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem18_stand.png
5019,5,water,19,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/water/elem19_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem19_stand.png
5020,5,water,20,1,1,0,10,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem20_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem20_stand.png
5021,5,water,21,1,1,1,10,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem21_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem21_stand.png
5023,5,water,23,1,1,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem23_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem23_stand.png
5024,5,water,24,1,1,4,11,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem24_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem24_stand.png
5025,5,water,25,1,1,4,13,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem25_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem25_stand.png
5026,5,water,26,1,1,1,21,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem26_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem26_stand.png
5028,5,water,28,1,1,5,9,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem28_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem28_stand.png
5029,5,water,29,1,1,0,9,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem29_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem29_stand.png
5030,5,water,30,1,1,0,11,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem30_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem30_stand.png
5034,5,water,34,2,1,17,49,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem34_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem34_stand.png
5035,5,water,35,5,2,0,74,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem35_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem35_stand.png
5036,5,water,36,15,2,0,0,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem36_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem36_stand.png
5037,5,water,37,1,1,1,3,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/water/elem37_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/water/elem37_stand.png
6001,6,field,1,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem1_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem1_stand.png
6002,6,field,2,1,1,4,14,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem2_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem2_stand.png
6003,6,field,3,1,1,4,12,1,0x0,7967,qqt/qqt_map_editor_fin-main/mapElem/field/elem3_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem3_stand.png
6004,6,field,4,1,1,4,13,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem4_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem4_stand.png
6005,6,field,5,1,1,3,12,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem5_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem5_stand.png
6006,6,field,6,1,1,-1,11,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem6_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem6_stand.png
6007,6,field,7,1,1,3,14,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem7_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem7_stand.png
6008,6,field,8,1,1,6,22,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem8_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem8_stand.png
6009,6,field,9,1,1,3,16,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem9_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem9_stand.png
6010,6,field,10,1,1,5,23,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem10_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem10_stand.png
6011,6,field,11,3,2,5,33,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem11_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem11_stand.png
6012,6,field,12,1,1,2,14,1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem12_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem12_stand.png
6013,6,field,13,1,1,4,25,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem13_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem13_stand.png
6014,6,field,14,1,1,4,26,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem14_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem14_stand.png
6015,6,field,15,1,1,4,26,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem15_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem15_stand.png
6016,6,field,16,1,1,-1,12,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/field/elem16_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem16_stand.png
6017,6,field,17,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem17_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem17_stand.png
6018,6,field,18,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem18_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem18_stand.png
6019,6,field,19,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem19_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem19_stand.png
6020,6,field,20,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem20_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem20_stand.png
6021,6,field,21,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem21_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem21_stand.png
6022,6,field,22,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem22_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem22_stand.png
6023,6,field,23,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem23_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem23_stand.png
6024,6,field,24,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/field/elem24_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/field/elem24_stand.png
7001,7,bomb,1,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem1_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem1_stand.png
7002,7,bomb,2,1,1,0,0,-1,0x0,3855,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem2_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem2_stand.png
7003,7,bomb,3,6,1,11,39,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem3_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem3_stand.png
7004,7,bomb,4,6,1,11,35,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem4_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem4_stand.png
7005,7,bomb,5,1,1,4,3,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem5_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem5_stand.png
7006,7,bomb,6,1,1,4,3,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem6_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem6_stand.png
7007,7,bomb,7,1,3,0,4,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem7_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem7_stand.png
7008,7,bomb,8,1,3,8,3,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem8_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem8_stand.png
7010,7,bomb,10,1,1,-6,16,-1,0x0,0,qqt/qqt_map_editor_fin-main/mapElem/bomb/elem10_stand.img,geno-extracted/QQTang5.2_Beta1Build1/data/object/mapElem/bomb/elem10_stand.gif
